"Date","Price","Open","High","Low","Vol.","Change %"
"06/07/2023","343.22","344.76","345.63","343.03","115.84M","-0.20%"
"06/05/2023","343.91","344.89","344.95","343.04","117.54M","0.36%"
"06/02/2023","342.67","340.57","342.68","340.12","97.31M","1.36%"
"06/01/2023","338.08","338.36","339.61","337.29","96.81M","-0.31%"
"05/31/2023","339.12","341.55","342.51","339.04","191.23M","-0.70%"
"05/30/2023","341.50","340.53","341.74","339.73","130.05M","1.30%"
"05/26/2023","337.11","336.87","338.06","335.89","106.71M","0.52%"
"05/25/2023","335.35","337.72","338.20","334.98","94.20M","-0.34%"
"05/24/2023","336.49","335.36","337.32","335.09","95.15M","-0.18%"
"05/23/2023","337.09","337.32","338.54","336.37","88.88M","0.24%"
"05/22/2023","336.27","334.50","337.66","333.43","111.14M","0.61%"
"05/19/2023","334.23","332.67","334.27","332.00","108.74M","1.33%"
"05/18/2023","329.84","329.07","329.87","327.68","94.71M","0.99%"
"05/17/2023","326.61","325.61","327.54","324.82","92.27M","0.40%"
"05/16/2023","325.31","327.01","327.72","324.60","104.62M","0.26%"
"05/15/2023","324.46","322.99","324.56","321.61","89.27M","0.26%"
"05/12/2023","323.61","324.83","325.24","322.97","99.54M","-0.51%"
"05/11/2023","325.28","327.18","328.43","325.28","99.13M","-0.23%"
"05/10/2023","326.04","327.73","327.90","324.94","97.56M","-0.66%"
"05/09/2023","328.22","328.68","328.92","326.81","90.98M","-0.21%"
"05/08/2023","328.90","329.01","330.05","328.20","98.84M","0.84%"
"05/04/2023","326.17","325.75","326.33","324.26","98.92M","-0.11%"
"05/03/2023","326.52","326.99","327.93","325.83","103.77M","-0.78%"
"05/02/2023","329.09","326.99","329.49","326.74","113.91M","0.81%"
"04/28/2023","326.46","327.35","328.56","324.77","156.84M","0.42%"
"04/27/2023","325.09","323.78","325.74","321.18","147.06M","0.35%"
"04/26/2023","323.97","324.57","325.61","323.30","142.15M","-0.16%"
"04/25/2023","324.48","329.70","329.88","322.47","163.60M","-1.28%"
"04/24/2023","328.70","329.99","330.35","328.06","133.29M","-0.68%"
"04/21/2023","330.94","332.08","332.49","329.56","146.58M","-0.52%"
"04/20/2023","332.66","332.42","333.65","331.18","176.36M","-0.33%"
"04/19/2023","333.77","333.34","334.96","332.96","167.72M","0.08%"
"04/18/2023","333.50","334.93","334.97","331.35","238.29M","-0.13%"
"04/17/2023","333.92","333.62","334.30","332.18","244.97M","0.07%"
"04/14/2023","333.68","335.42","335.77","332.49","298.77M","0.18%"
"04/13/2023","333.09","330.06","333.09","329.63","172.64M","0.30%"
"04/12/2023","332.09","330.88","332.80","329.77","252.06M","0.37%"
"04/11/2023","330.87","328.00","331.58","326.87","148.44M","1.38%"
"04/10/2023","326.38","323.27","327.89","323.07","144.41M","0.93%"
"04/07/2023","323.36","321.29","323.89","320.53","137.01M","1.74%"
"04/06/2023","317.82","322.37","322.40","317.78","145.37M","-1.77%"
"04/05/2023","323.56","322.04","323.96","321.35","121.20M","0.56%"
"04/04/2023","321.75","320.97","322.85","320.24","155.30M","0.43%"
"04/03/2023","320.38","323.18","323.21","319.73","137.96M","-0.51%"
"03/31/2023","322.03","319.60","322.54","319.17","194.24M","1.25%"
"03/30/2023","318.05","318.51","319.48","316.78","187.35M","0.33%"
"03/29/2023","317.01","315.68","317.03","314.94","152.85M","0.21%"
"03/28/2023","316.36","314.15","316.36","313.49","120.38M","1.12%"
"03/27/2023","312.85","314.83","314.84","311.24","100.99M","-0.46%"
"03/24/2023","314.30","315.17","315.86","312.49","110.75M","-0.46%"
"03/23/2023","315.75","311.51","315.75","311.41","111.56M","0.52%"
"03/22/2023","314.11","313.33","314.26","311.94","93.69M","1.21%"
"03/21/2023","310.36","311.86","312.05","309.64","84.17M","0.28%"
"03/20/2023","309.49","311.59","313.44","309.39","89.48M","-0.83%"
"03/17/2023","312.07","312.20","312.68","309.80","126.08M","1.19%"
"03/16/2023","308.39","305.87","309.27","304.63","111.88M","-0.23%"
"03/15/2023","309.10","309.75","311.42","307.81","112.06M","1.15%"
"03/14/2023","305.58","310.18","310.35","305.45","129.87M","-2.44%"
"03/13/2023","313.21","311.77","313.69","308.03","125.38M","0.82%"
"03/10/2023","310.65","310.15","311.55","309.12","121.79M","-1.08%"
"03/09/2023","314.04","316.57","317.19","313.59","166.46M","-0.42%"
"03/08/2023","315.38","316.14","316.88","314.77","143.26M","-1.38%"
"03/07/2023","319.80","320.04","321.92","319.64","132.31M","-0.36%"
"03/06/2023","320.94","319.22","321.29","317.87","126.07M","1.45%"
"03/03/2023","316.36","317.69","318.30","315.30","113.90M","0.03%"
"03/02/2023","316.26","315.30","318.88","314.40","134.69M","0.46%"
"02/28/2023","314.80","315.75","317.69","314.13","131.22M","0.27%"
"02/27/2023","313.94","314.29","314.43","311.63","109.33M","-0.95%"
"02/24/2023","316.94","319.89","321.27","316.80","120.13M","-0.78%"
"02/23/2023","319.44","317.77","321.13","317.09","144.60M","1.11%"
"02/22/2023","315.94","317.94","318.74","315.83","131.26M","-1.75%"
"02/21/2023","321.56","322.16","322.88","320.02","117.78M","-0.07%"
"02/20/2023","321.79","321.07","322.97","318.15","113.03M","0.31%"
"02/17/2023","320.78","320.15","323.67","320.01","119.73M","-1.02%"
"02/16/2023","324.10","320.00","324.35","319.63","133.65M","1.92%"
"02/15/2023","317.99","324.43","324.54","317.41","136.83M","-1.69%"
"02/14/2023","323.47","324.50","325.80","322.83","103.20M","0.53%"
"02/13/2023","321.75","322.66","323.04","319.78","121.92M","-0.60%"
"02/10/2023","323.69","323.30","324.18","321.62","125.81M","-0.37%"
"02/09/2023","324.90","323.71","325.80","322.83","131.43M","-0.22%"
"02/08/2023","325.63","323.27","326.43","322.81","121.20M","1.58%"
"02/07/2023","320.55","319.36","321.45","318.20","113.21M","0.54%"
"02/06/2023","318.83","322.90","323.71","318.82","115.87M","-2.16%"
"02/03/2023","325.86","323.58","326.49","322.39","122.86M","0.60%"
"02/02/2023","323.93","325.94","326.73","321.97","152.77M","0.85%"
"02/01/2023","321.19","320.54","321.64","318.61","140.52M","1.24%"
"01/31/2023","317.26","322.71","323.26","317.09","194.66M","-1.68%"
"01/30/2023","322.67","328.09","328.97","322.35","141.80M","-1.62%"
"01/27/2023","327.98","326.22","329.71","324.98","156.16M","0.74%"
"01/26/2023","325.57","321.82","325.57","320.49","117.87M","1.50%"
"01/25/2023","320.76","320.81","321.48","319.75","97.52M","1.64%"
"01/20/2023","315.58","313.99","315.76","312.59","78.97M","0.56%"
"01/19/2023","313.81","310.08","313.81","310.04","86.25M","0.61%"
"01/18/2023","311.91","313.62","314.14","310.11","93.05M","-0.59%"
"01/17/2023","313.75","316.22","316.56","312.92","101.25M","-0.72%"
"01/16/2023","316.04","314.41","317.63","314.16","119.83M","0.72%"
"01/13/2023","313.77","312.34","315.44","311.96","128.65M","0.99%"
"01/12/2023","310.70","312.71","312.96","309.70","130.72M","0.10%"
"01/11/2023","310.38","311.66","312.57","309.10","102.60M","0.26%"
"01/10/2023","309.57","308.69","312.00","308.24","111.37M","-0.04%"
"01/09/2023","309.69","305.10","309.81","304.57","121.18M","2.71%"
"01/06/2023","301.53","296.69","303.10","296.40","121.02M","1.23%"
"01/05/2023","297.87","297.65","299.69","296.01","137.29M","0.64%"
"01/04/2023","295.98","288.34","296.70","287.94","109.95M","2.21%"
"01/03/2023","289.58","290.64","290.95","284.32","106.62M","-0.07%"
"01/02/2023","289.79","292.90","294.02","289.19","92.54M","-0.45%"
"12/29/2022","291.10","294.98","295.94","291.10","114.47M","-2.02%"
"12/28/2022","297.09","299.36","299.36","296.59","137.29M","-2.34%"
"12/27/2022","304.22","303.77","305.02","302.83","122.97M","0.65%"
"12/26/2022","302.27","301.76","302.97","300.66","78.88M","0.07%"
"12/23/2022","302.07","303.14","304.42","301.47","94.83M","-1.76%"
"12/22/2022","307.48","304.66","307.48","303.96","233.31M","1.40%"
"12/21/2022","303.23","305.84","305.99","302.92","76.96M","-0.27%"
"12/20/2022","304.05","305.65","306.58","302.96","88.75M","-0.89%"
"12/19/2022","306.77","306.33","307.99","305.19","77.96M","-0.23%"
"12/16/2022","307.48","303.48","307.48","303.09","114.65M","-0.08%"
"12/15/2022","307.73","310.73","311.98","307.73","95.26M","-1.76%"
"12/14/2022","313.23","310.87","313.41","310.57","83.85M","1.19%"
"12/13/2022","309.56","311.26","311.85","308.54","101.88M","-0.03%"
"12/12/2022","309.64","309.38","310.69","308.70","85.71M","-0.64%"
"12/09/2022","311.63","309.81","312.06","308.76","113.45M","1.10%"
"12/08/2022","308.24","308.78","309.00","306.01","121.10M","-0.01%"
"12/07/2022","308.27","309.11","310.25","308.08","92.85M","-0.60%"
"12/06/2022","310.14","310.90","313.34","309.70","100.04M","-1.20%"
"12/05/2022","313.91","316.26","317.07","312.92","113.97M","-0.35%"
"12/02/2022","315.02","320.76","320.76","315.02","114.75M","-2.17%"
"12/01/2022","322.02","325.37","325.49","321.44","130.32M","0.32%"
"11/30/2022","321.00","314.35","321.01","314.20","189.08M","1.72%"
"11/29/2022","315.58","311.79","315.74","311.07","94.42M","1.08%"
"11/28/2022","312.21","313.89","313.89","311.28","96.04M","-1.22%"
"11/25/2022","316.07","317.28","318.10","315.76","102.91M","-0.39%"
"11/24/2022","317.30","316.60","317.33","315.27","99.54M","1.02%"
"11/23/2022","314.11","314.84","315.24","312.65","148.27M","0.67%"
"11/22/2022","312.02","312.88","315.09","311.69","115.97M","-0.84%"
"11/21/2022","314.67","317.22","317.65","312.99","123.42M","-0.77%"
"11/18/2022","317.12","317.63","320.70","316.70","136.52M","0.12%"
"11/17/2022","316.75","319.98","320.35","316.75","157.36M","-1.62%"
"11/16/2022","321.96","322.98","322.98","318.02","177.08M","-0.11%"
"11/15/2022","322.31","322.76","323.03","319.96","144.81M","0.24%"
"11/14/2022","321.53","323.41","324.73","320.86","267.59M","-0.48%"
"11/11/2022","323.09","320.47","323.51","319.97","236.34M","3.84%"
"11/10/2022","311.13","312.63","314.91","311.13","149.97M","-1.30%"
"11/09/2022","315.23","313.40","316.09","312.54","162.13M","1.03%"
"11/08/2022","312.01","310.08","312.57","309.21","142.95M","1.34%"
"11/07/2022","307.87","306.08","308.15","305.05","148.87M","1.16%"
"11/04/2022","304.33","301.16","304.33","299.46","182.72M","0.89%"
"11/03/2022","301.66","298.55","303.80","297.62","179.82M","-0.73%"
"11/02/2022","303.87","302.49","305.10","302.02","192.34M","0.00%"
"11/01/2022","303.88","300.53","304.01","299.84","272.49M","1.44%"
"10/31/2022","299.58","298.61","300.05","296.45","121.05M","1.53%"
"10/28/2022","295.06","296.80","298.45","294.65","131.08M","-1.26%"
"10/27/2022","298.82","295.85","299.19","295.01","176.20M","1.69%"
"10/26/2022","293.85","292.21","295.28","291.40","122.30M","0.78%"
"10/25/2022","291.58","291.29","293.75","290.53","116.35M","0.04%"
"10/24/2022","291.47","293.60","294.24","290.52","116.18M","1.00%"
"10/21/2022","288.57","287.68","290.38","287.44","102.37M","-0.01%"
"10/20/2022","288.61","289.33","290.07","286.50","136.90M","-0.92%"
"10/19/2022","291.29","293.41","295.34","290.90","110.85M","-0.78%"
"10/18/2022","293.59","293.34","293.78","289.77","117.12M","1.39%"
"10/17/2022","289.57","285.89","290.04","284.91","111.60M","0.07%"
"10/14/2022","289.36","287.59","290.32","286.59","132.07M","2.40%"
"10/13/2022","282.57","286.27","286.36","282.57","133.29M","-1.57%"
"10/12/2022","287.09","285.23","287.52","284.32","120.86M","0.75%"
"10/11/2022","284.96","284.39","284.96","282.04","127.82M","-1.88%"
"10/07/2022","290.41","288.35","292.20","287.84","128.16M","-0.29%"
"10/06/2022","291.26","291.20","293.32","290.09","93.86M","0.76%"
"10/05/2022","289.05","293.87","294.47","287.44","138.91M","0.27%"
"10/04/2022","288.27","286.25","288.96","285.42","120.02M","2.46%"
"09/30/2022","281.36","281.75","284.35","278.39","143.74M","-0.46%"
"09/29/2022","282.65","286.60","287.81","282.56","128.43M","-0.19%"
"09/28/2022","283.19","287.66","289.75","280.80","160.84M","-2.42%"
"09/27/2022","290.20","290.27","290.75","286.76","152.31M","0.15%"
"09/26/2022","289.77","293.65","293.96","289.01","177.69M","-2.68%"
"09/23/2022","297.74","301.48","302.09","296.85","114.63M","-1.30%"
"09/22/2022","301.65","300.67","302.19","299.30","114.96M","-0.99%"
"09/21/2022","304.67","305.09","306.07","303.77","104.49M","-0.93%"
"09/20/2022","307.54","308.76","309.98","306.79","96.96M","0.34%"
"09/19/2022","306.49","309.58","309.89","305.68","101.19M","-0.71%"
"09/16/2022","308.69","308.58","309.54","307.03","135.94M","-0.62%"
"09/15/2022","310.63","313.15","313.84","310.63","111.22M","-0.67%"
"09/14/2022","312.74","310.08","313.94","309.06","118.21M","-1.83%"
"09/13/2022","318.56","313.93","319.37","313.93","150.59M","3.05%"
"09/08/2022","309.12","310.23","310.51","308.26","149.12M","0.31%"
"09/07/2022","308.16","310.86","311.10","306.69","146.29M","-1.55%"
"09/06/2022","313.01","313.36","314.97","311.69","91.54M","0.17%"
"09/05/2022","312.47","313.09","315.22","310.91","112.44M","-0.14%"
"09/02/2022","312.92","316.46","316.74","312.18","133.78M","-0.67%"
"09/01/2022","315.02","318.74","318.76","315.02","183.42M","-2.46%"
"08/31/2022","322.96","316.96","323.37","316.26","228.42M","1.09%"
"08/30/2022","319.49","317.97","320.00","316.94","133.48M","0.99%"
"08/29/2022","316.35","317.45","317.47","315.48","203.73M","-2.33%"
"08/26/2022","323.91","325.36","326.59","323.30","188.82M","0.09%"
"08/25/2022","323.63","321.58","323.63","320.81","130.66M","1.18%"
"08/24/2022","319.86","320.15","320.99","318.16","156.50M","0.37%"
"08/23/2022","318.69","320.85","321.50","318.26","118.04M","-1.26%"
"08/22/2022","322.77","323.29","324.42","321.83","93.52M","-1.23%"
"08/19/2022","326.79","329.06","329.08","326.34","125.26M","-0.61%"
"08/18/2022","328.80","327.47","329.94","326.06","101.50M","-0.34%"
"08/17/2022","329.91","332.11","333.24","329.30","105.79M","-0.56%"
"08/16/2022","331.78","332.68","333.47","331.08","131.43M","0.34%"
"08/12/2022","330.67","329.23","331.12","329.07","138.07M","0.23%"
"08/11/2022","329.92","328.20","329.92","327.74","140.04M","1.72%"
"08/10/2022","324.35","326.30","326.43","323.86","134.97M","-1.15%"
"08/09/2022","328.11","327.21","328.62","325.28","121.62M","0.27%"
"08/08/2022","327.23","326.05","327.45","325.21","113.67M","-0.08%"
"08/05/2022","327.50","326.71","328.47","326.36","119.89M","0.62%"
"08/04/2022","325.47","326.11","326.40","324.38","110.17M","0.52%"
"08/03/2022","323.80","321.48","323.80","320.25","93.90M","0.67%"
"08/02/2022","321.64","322.64","322.85","320.21","113.13M","-0.41%"
"08/01/2022","322.97","322.14","324.31","320.86","111.15M","-0.11%"
"07/29/2022","323.31","324.38","325.83","321.95","163.69M","0.53%"
"07/28/2022","321.62","322.89","323.73","320.76","131.10M","0.59%"
"07/27/2022","319.74","319.83","320.04","317.30","88.69M","0.04%"
"07/26/2022","319.61","317.39","319.91","317.03","87.53M","0.40%"
"07/25/2022","318.34","316.40","320.07","316.20","94.02M","0.32%"
"07/22/2022","317.33","319.12","320.94","317.00","120.59M","-0.74%"
"07/21/2022","319.68","316.22","320.14","316.22","91.22M","1.16%"
"07/20/2022","316.02","319.15","319.68","315.48","113.81M","0.68%"
"07/19/2022","313.90","313.38","314.06","311.81","95.26M","-0.31%"
"07/18/2022","314.87","311.06","315.17","310.60","113.85M","2.26%"
"07/15/2022","307.91","307.45","308.14","302.10","125.25M","0.84%"
"07/14/2022","305.35","304.70","307.93","303.65","115.97M","-0.40%"
"07/13/2022","306.59","306.24","308.62","304.99","110.89M","0.51%"
"07/12/2022","305.03","306.94","307.56","303.32","107.07M","-1.06%"
"07/11/2022","308.29","311.05","311.86","307.97","94.92M","-0.60%"
"07/08/2022","310.15","310.73","313.01","310.02","108.52M","0.60%"
"07/07/2022","308.31","304.30","310.07","304.20","126.31M","1.99%"
"07/06/2022","302.28","307.14","307.90","302.06","156.26M","-2.18%"
"07/05/2022","309.03","307.15","309.99","305.35","110.06M","1.65%"
"07/04/2022","304.01","304.46","305.82","300.82","128.36M","0.00%"
"07/01/2022","304.02","308.72","310.55","301.95","136.34M","-1.04%"
"06/30/2022","307.20","311.20","311.63","307.20","143.73M","-1.81%"
"06/29/2022","312.86","314.33","315.16","312.52","132.70M","-1.96%"
"06/28/2022","319.11","316.65","319.11","315.19","117.27M","0.92%"
"06/27/2022","316.20","314.31","319.08","311.85","136.48M","1.32%"
"06/24/2022","312.07","307.47","313.42","306.27","137.83M","2.17%"
"06/23/2022","305.45","308.81","310.94","304.13","197.73M","-0.85%"
"06/22/2022","308.08","317.47","317.63","308.08","161.70M","-2.62%"
"06/21/2022","316.38","315.95","318.74","313.66","120.06M","0.62%"
"06/20/2022","314.44","321.46","321.62","311.71","151.13M","-1.77%"
"06/17/2022","320.09","316.36","320.71","314.79","197.27M","-0.67%"
"06/16/2022","322.25","326.72","328.84","321.54","138.75M","0.01%"
"06/15/2022","322.21","327.70","328.30","320.29","159.36M","-1.83%"
"06/14/2022","328.23","325.68","329.27","323.36","174.25M","-0.50%"
"06/13/2022","329.88","335.76","335.97","329.88","163.80M","-3.51%"
"06/10/2022","341.89","342.32","343.25","340.66","136.21M","-1.36%"
"06/09/2022","346.62","345.35","346.82","343.69","191.39M","0.12%"
"06/08/2022","346.22","346.46","348.11","345.56","123.30M","0.16%"
"06/07/2022","345.67","350.04","350.53","345.02","135.31M","-1.80%"
"06/03/2022","352.01","353.47","353.93","351.10","134.65M","0.43%"
"06/02/2022","350.51","352.29","352.81","349.55","196.09M","-1.14%"
"05/31/2022","354.54","351.79","354.72","350.01","266.68M","0.58%"
"05/30/2022","352.49","351.53","352.85","350.07","151.01M","1.28%"
"05/27/2022","348.04","348.42","349.11","347.15","133.07M","1.10%"
"05/26/2022","344.26","345.54","349.03","342.65","126.45M","-0.39%"
"05/25/2022","345.60","346.34","347.60","343.51","125.14M","0.44%"
"05/24/2022","344.08","349.02","349.79","344.08","151.00M","-1.79%"
"05/23/2022","350.34","351.16","351.41","348.48","183.16M","0.30%"
"05/20/2022","349.29","345.15","349.68","344.89","133.21M","1.76%"
"05/19/2022","343.24","341.07","344.10","340.55","196.53M","-1.46%"
"05/18/2022","348.34","349.62","351.20","347.15","166.29M","0.23%"
"05/17/2022","347.53","345.14","347.91","345.13","171.09M","1.04%"
"05/16/2022","343.94","348.13","348.88","343.52","231.88M","-0.45%"
"05/13/2022","345.50","340.49","345.82","339.72","187.36M","2.24%"
"05/12/2022","337.94","340.14","343.03","337.65","262.82M","-1.60%"
"05/11/2022","343.44","342.22","344.45","341.22","184.52M","-0.07%"
"05/10/2022","343.67","343.22","344.73","338.46","249.37M","-0.50%"
"05/09/2022","345.41","347.71","349.40","344.84","256.54M","-1.03%"
"05/06/2022","349.00","350.26","350.26","347.98","622.95M","-1.37%"
"05/04/2022","353.85","354.85","356.05","352.27","279.18M","0.15%"
"05/03/2022","353.32","354.28","356.45","353.12","132.70M","-0.20%"
"05/02/2022","354.02","351.31","354.53","350.94","131.47M","-0.30%"
"04/29/2022","355.08","350.43","355.34","349.73","182.27M","1.41%"
"04/28/2022","350.16","348.61","350.16","346.02","164.68M","1.14%"
"04/27/2022","346.21","346.42","346.78","343.76","146.76M","-1.27%"
"04/26/2022","350.67","351.33","352.20","350.38","122.92M","0.48%"
"04/25/2022","348.98","351.36","352.26","348.91","139.46M","-1.81%"
"04/22/2022","355.43","355.54","356.08","353.64","214.76M","-1.00%"
"04/21/2022","359.02","358.33","360.74","358.24","148.56M","0.42%"
"04/20/2022","357.52","357.14","358.28","354.93","148.87M","0.04%"
"04/19/2022","357.36","355.77","358.53","355.29","130.22M","1.05%"
"04/18/2022","353.63","352.19","354.87","351.46","111.00M","-0.06%"
"04/15/2022","353.84","354.35","355.10","352.63","142.64M","-0.99%"
"04/14/2022","357.38","359.23","359.29","356.17","159.16M","-0.45%"
"04/13/2022","359.00","353.83","359.43","353.30","177.43M","1.90%"
"04/12/2022","352.32","353.51","354.83","351.37","129.72M","-0.97%"
"04/11/2022","355.78","354.47","357.73","353.78","131.52M","-0.06%"
"04/08/2022","356.01","356.86","357.62","354.27","166.11M","0.08%"
"04/07/2022","355.73","358.43","358.92","355.37","193.94M","-1.46%"
"04/06/2022","361.01","362.04","362.96","360.52","176.51M","-1.02%"
"04/05/2022","364.74","366.08","366.67","363.67","244.23M","-0.05%"
"04/04/2022","364.94","361.85","365.08","360.69","171.55M","0.48%"
"04/01/2022","363.19","363.97","364.10","361.54","446.85M","-0.66%"
"03/31/2022","365.61","364.10","367.01","363.94","388.61M","0.30%"
"03/30/2022","364.50","366.15","366.76","363.68","139.98K","0.20%"
"03/29/2022","363.77","364.18","365.56","362.27","132.70M","0.47%"
"03/28/2022","362.06","360.63","363.25","358.70","136.54M","0.00%"
"03/25/2022","362.06","364.76","364.92","361.34","119.07M","-0.36%"
"03/24/2022","363.38","361.83","363.50","360.40","149.35M","-0.40%"
"03/23/2022","364.84","364.06","366.40","362.89","137.43M","0.88%"
"03/22/2022","361.66","358.76","362.11","358.61","120.70M","0.81%"
"03/21/2022","358.77","363.81","363.86","358.41","117.14M","-0.98%"
"03/18/2022","362.33","361.16","362.78","359.60","155.32M","0.24%"
"03/17/2022","361.46","362.39","364.18","361.36","172.54M","1.51%"
"03/16/2022","356.09","354.88","356.29","351.97","125.09M","1.44%"
"03/15/2022","351.03","352.34","353.90","350.38","149.11M","-1.01%"
"03/14/2022","354.61","354.72","356.48","352.82","163.91M","-0.20%"
"03/11/2022","355.31","355.95","356.85","353.26","182.55M","-0.75%"
"03/10/2022","358.01","354.33","358.27","354.33","212.65M","2.47%"
"03/08/2022","349.38","348.12","352.82","346.85","185.90M","-1.03%"
"03/07/2022","353.03","356.59","356.59","351.91","193.16M","-2.39%"
"03/04/2022","361.69","365.35","365.54","360.19","237.19M","-1.46%"
"03/03/2022","367.06","364.37","367.40","363.99","167.18M","1.79%"
"03/02/2022","360.59","361.52","362.81","359.89","170.94M","-0.26%"
"02/28/2022","361.54","356.59","361.54","355.77","237.32M","0.86%"
"02/25/2022","358.44","358.79","360.85","357.02","154.97M","0.96%"
"02/24/2022","355.04","360.05","360.77","354.01","167.28M","-2.58%"
"02/23/2022","364.44","366.25","366.58","362.39","139.93M","0.26%"
"02/22/2022","363.51","362.93","364.81","360.74","162.88M","-1.30%"
"02/21/2022","368.29","362.83","368.75","361.14","109.54M","-0.07%"
"02/18/2022","368.55","365.57","369.32","364.69","137.05M","-0.27%"
"02/17/2022","369.55","368.11","373.03","365.48","209.73M","0.61%"
"02/16/2022","367.30","365.96","367.66","364.64","108.44M","1.91%"
"02/15/2022","360.43","364.44","364.79","358.75","140.83M","-0.70%"
"02/14/2022","362.98","364.36","365.97","360.46","146.97M","-1.53%"
"02/11/2022","368.61","367.54","371.35","366.90","161.47M","-0.80%"
"02/10/2022","371.57","371.84","372.86","369.30","180.49M","0.79%"
"02/09/2022","368.65","367.02","368.65","365.79","117.91M","1.42%"
"02/08/2022","363.48","365.91","367.32","360.78","133.11M","0.15%"
"02/07/2022","362.92","365.40","365.40","359.59","135.53M","-0.93%"
"02/04/2022","366.34","363.10","366.79","361.84","109.79M","1.31%"
"02/03/2022","361.60","364.07","366.13","361.60","125.48M","1.01%"
"01/28/2022","357.98","350.29","358.84","347.28","146.98M","2.70%"
"01/27/2022","348.58","360.83","363.11","348.55","158.32M","-3.39%"
"01/26/2022","360.83","363.72","365.31","360.47","109.34M","-0.43%"
"01/25/2022","362.39","370.30","370.73","359.85","142.18M","-2.40%"
"01/24/2022","371.30","374.64","375.45","369.63","112.64M","-1.27%"
"01/21/2022","376.08","376.74","377.69","373.35","134.24M","-1.13%"
"01/20/2022","380.39","377.97","380.45","376.49","114.10M","0.58%"
"01/19/2022","378.21","377.75","381.91","376.74","126.17M","-0.73%"
"01/18/2022","381.01","385.07","385.63","379.79","127.94M","-0.73%"
"01/17/2022","383.81","387.00","387.33","381.56","135.82M","-0.94%"
"01/14/2022","387.45","389.66","390.81","386.25","146.05M","-1.41%"
"01/13/2022","393.00","395.68","395.93","392.52","151.71M","-0.42%"
"01/12/2022","394.66","392.29","394.87","391.96","210.10M","1.46%"
"01/11/2022","388.97","388.32","390.43","386.26","133.43M","0.37%"
"01/10/2022","387.52","389.68","390.24","384.79","139.10M","-0.85%"
"01/07/2022","390.85","388.30","391.75","388.06","114.28M","1.20%"
"01/06/2022","386.22","386.59","390.51","385.30","152.39M","-1.07%"
"01/05/2022","390.39","394.91","395.20","387.56","175.49M","-1.27%"
"01/04/2022","395.40","396.01","396.71","393.35","117.16M","-0.03%"
"01/03/2022","395.51","397.16","399.44","394.26","97.58M","0.33%"
"12/30/2021","394.19","397.13","398.59","393.89","103.89M","-0.64%"
"12/29/2021","396.72","398.74","399.16","395.85","169.05M","-1.12%"
"12/28/2021","401.21","399.56","401.21","397.24","169.71M","0.65%"
"12/27/2021","398.61","400.61","401.07","398.31","103.64M","-0.48%"
"12/24/2021","400.53","399.72","402.46","399.66","102.50M","0.60%"
"12/23/2021","398.15","397.98","398.36","395.71","105.28M","0.53%"
"12/22/2021","396.07","396.82","398.06","394.77","100.31M","0.54%"
"12/21/2021","393.95","394.35","395.28","391.19","106.00M","0.66%"
"12/20/2021","391.37","396.42","396.61","390.92","97.27M","-1.90%"
"12/17/2021","398.96","394.46","399.02","394.26","134.70M","0.32%"
"12/16/2021","397.68","398.93","399.68","395.19","94.13M","0.51%"
"12/15/2021","395.66","393.99","395.76","392.85","88.94M","0.06%"
"12/14/2021","395.41","394.54","397.02","393.50","116.50M","-0.47%"
"12/13/2021","397.27","399.38","403.37","396.83","113.33M","-0.18%"
"12/10/2021","397.97","398.21","399.12","396.58","92.72M","-0.79%"
"12/09/2021","401.13","398.19","401.13","396.93","159.05M","0.97%"
"12/08/2021","397.27","399.89","402.34","396.32","140.13M","0.24%"
"12/07/2021","396.31","392.88","396.46","391.29","157.04M","0.88%"
"12/06/2021","392.85","389.95","394.40","387.58","124.90M","0.23%"
"12/03/2021","391.96","388.21","393.30","386.42","127.84M","0.60%"
"12/02/2021","389.64","379.76","389.64","379.59","150.99M","1.70%"
"12/01/2021","383.13","376.45","384.05","373.61","167.60M","2.65%"
"11/30/2021","373.24","385.01","386.34","370.86","258.52M","-2.20%"
"11/29/2021","381.63","381.25","384.97","379.27","178.59M","-0.89%"
"11/26/2021","385.07","390.61","392.81","384.19","145.77M","-1.75%"
"11/25/2021","391.93","395.67","395.73","391.69","117.21M","-0.88%"
"11/24/2021","395.40","397.88","399.38","393.27","128.29M","-0.26%"
"11/23/2021","396.44","399.43","399.52","395.58","124.51M","-0.66%"
"11/22/2021","399.07","393.16","399.88","392.75","144.70M","2.19%"
"11/19/2021","390.53","387.97","391.24","387.31","130.76M","0.80%"
"11/18/2021","387.44","388.86","390.00","386.31","130.47M","-0.51%"
"11/17/2021","389.44","394.88","395.25","388.70","146.33M","-1.17%"
"11/16/2021","394.07","393.94","396.49","392.62","134.39M","-0.07%"
"11/15/2021","394.36","393.36","395.56","392.16","174.94M","1.02%"
"11/12/2021","390.38","389.13","391.77","387.46","166.34M","1.14%"
"11/11/2021","385.97","383.84","386.03","382.57","212.91M","-0.07%"
"11/10/2021","386.24","388.37","390.36","385.57","117.56M","-1.06%"
"11/09/2021","390.36","389.17","393.13","388.25","127.59M","0.20%"
"11/08/2021","389.59","390.10","390.71","385.50","126.07M","-0.07%"
"11/05/2021","389.86","394.65","394.81","387.66","139.11M","-0.43%"
"11/04/2021","391.54","393.16","395.15","390.75","185.41M","0.53%"
